

New start of logging. Datetime: 2022.10.01_112457 
No;Datetime, dd/mm/yyyy hh:mm:ss;GPS Time, hhmmssddmmyy;Status;Antenna;Longitude;Latitude;Altitude, m;Speed, km/h;Course
3161;'10/01/2022 12:17:55;'061804011022;FIX;OK;68,1673050;43,08466;8119,2;81,15;127,2
3162;'10/01/2022 12:17:56;'061805011022;FIX;OK;68,1675110;43,08454;8124,8;74,71;131,0
3163;'10/01/2022 12:17:57;'061806011022;FIX;OK;68,1676865;43,08440;8131,0;74,58;135,6
3164;'10/01/2022 12:17:58;'061807011022;FIX;OK;68,1678772;43,08426;8136,1;77,80;133,9
3165;'10/01/2022 12:17:59;'061808011022;FIX;OK;68,1680679;43,08413;8141,1;71,36;131,2
3166;'10/01/2022 12:17:59;'061809011022;FIX;OK;68,1682281;43,08402;8143,7;67,71;133,1
3167;'10/01/2022 12:18:00;'061810011022;FIX;OK;68,1684113;43,08390;8147,5;69,39;130,0
3168;'10/01/2022 12:18:01;'061811011022;FIX;OK;68,1685944;43,08378;8151,7;68,99;129,3
3169;'10/01/2022 12:18:02;'061812011022;FIX;OK;68,1687698;43,08367;8155,8;67,67;130,9
3170;'10/01/2022 12:18:03;'061813011022;FIX;OK;68,1689453;43,08357;8158,7;66,86;126,3
3171;'10/01/2022 12:18:04;'061814011022;FIX;OK;68,1691437;43,08348;8164,3;73,84;119,2
3172;'10/01/2022 12:18:05;'061815011022;FIX;OK;68,1693573;43,08340;8170,9;70,17;117,6
3173;'10/01/2022 12:18:06;'061816011022;FIX;OK;68,1695709;43,08331;8178,7;71,14;122,2
3174;'10/01/2022 12:18:07;'061817011022;FIX;OK;68,1697769;43,08321;8186,9;76,47;125,2
3175;'10/01/2022 12:18:08;'061818011022;FIX;OK;68,1699753;43,08310;8187,6;74,14;128,7
3176;'10/01/2022 12:18:09;'061819011022;FIX;OK;68,1701660;43,08298;8194,3;69,39;128,1
3177;'10/01/2022 12:18:10;'061820011022;FIX;OK;68,1703568;43,08287;8200,3;72,10;124,3
3178;'10/01/2022 12:18:11;'061821011022;FIX;OK;68,1705627;43,08278;8206,4;72,32;123,3
3179;'10/01/2022 12:18:12;'061822011022;FIX;OK;68,1707687;43,08268;8212,8;64,01;120,5
3180;'10/01/2022 12:18:13;'061823011022;FIX;OK;68,1709595;43,08260;8221,0;65,71;120,7
3181;'10/01/2022 12:18:14;'061824011022;FIX;OK;68,1711731;43,08249;8229,3;80,01;126,7
3182;'10/01/2022 12:18:15;'061825011022;FIX;OK;68,1713715;43,08238;8229,6;72,69;128,3
3183;'10/01/2022 12:18:15;'061826011022;FIX;OK;68,1715546;43,08228;8230,5;64,36;128,2
3184;'10/01/2022 12:18:16;'061827011022;FIX;OK;68,1717224;43,08217;8231,4;67,08;131,1
3185;'10/01/2022 12:18:17;'061828011022;FIX;OK;68,1718979;43,08206;8233,9;68,73;133,3
3186;'10/01/2022 12:18:18;'061829011022;FIX;OK;68,1720657;43,08195;8236,7;64,69;130,9
3187;'10/01/2022 12:18:19;'061830011022;FIX;OK;68,1722412;43,08186;8239,3;67,52;127,6
3188;'10/01/2022 12:18:20;'061831011022;FIX;OK;68,1724319;43,08175;8241,5;73,30;127,9
3189;'10/01/2022 12:18:21;'061832011022;FIX;OK;68,1726379;43,08164;8243,8;76,36;127,6
3190;'10/01/2022 12:18:22;'061833011022;FIX;OK;68,1728439;43,08152;8247,4;78,58;130,3
3191;'10/01/2022 12:18:23;'061834011022;FIX;OK;68,1730576;43,08141;8248,9;78,64;126,4
3192;'10/01/2022 12:18:24;'061835011022;FIX;OK;68,1733093;43,08130;8251,2;85,91;122,8
3193;'10/01/2022 12:18:25;'061836011022;FIX;OK;68,1735687;43,08120;8254,0;87,17;118,9
3194;'10/01/2022 12:18:26;'061837011022;FIX;OK;68,1738281;43,08109;8257,3;88,53;119,3
3195;'10/01/2022 12:18:27;'061838011022;FIX;OK;68,1740799;43,08097;8260,2;89,23;124,5
3196;'10/01/2022 12:18:28;'061839011022;FIX;OK;68,1743164;43,08085;8261,0;82,78;125,4
3197;'10/01/2022 12:18:29;'061840011022;FIX;OK;68,1745605;43,08074;8265,9;87,01;124,4
3198;'10/01/2022 12:18:29;'061841011022;FIX;OK;68,1748199;43,08061;8268,5;88,45;127,7
3199;'10/01/2022 12:18:30;'061842011022;FIX;OK;68,1750565;43,08049;8272,3;86,75;127,3
3200;'10/01/2022 12:18:31;'061843011022;FIX;OK;68,1753006;43,08036;8276,9;92,10;123,2
3201;'10/01/2022 12:18:32;'061844011022;FIX;OK;68,1755447;43,08024;8282,9;91,47;124,6
3202;'10/01/2022 12:18:33;'061845011022;FIX;OK;68,1757965;43,08013;8288,4;80,08;122,2
3203;'10/01/2022 12:18:34;'061846011022;FIX;OK;68,1760330;43,08005;8290,7;80,58;114,9
3204;'10/01/2022 12:18:35;'061847011022;FIX;OK;68,1763000;43,07997;8297,6;84,49;115,6
3205;'10/01/2022 12:18:36;'061848011022;FIX;OK;68,1765594;43,07988;8303,0;79,02;118,5
3206;'10/01/2022 12:18:37;'061849011022;FIX;OK;68,1767807;43,07979;8308,7;72,39;117,3
3207;'10/01/2022 12:18:38;'061850011022;FIX;OK;68,1770096;43,07970;8315,2;78,54;118,6
3208;'10/01/2022 12:18:39;'061851011022;FIX;OK;68,1772385;43,07959;8317,4;78,52;122,4
3209;'10/01/2022 12:18:40;'061852011022;FIX;OK;68,1774368;43,07949;8320,5;69,93;124,0
3210;'10/01/2022 12:18:41;'061853011022;FIX;OK;68,1776505;43,07940;8323,3;73,54;121,1
3211;'10/01/2022 12:18:42;'061854011022;FIX;OK;68,1778717;43,07929;8325,6;77,06;124,3
3212;'10/01/2022 12:18:43;'061855011022;FIX;OK;68,1780853;43,07920;8336,3;76,10;125,2
3213;'10/01/2022 12:18:44;'061856011022;FIX;OK;68,1783142;43,07911;8346,4;76,02;123,8
3214;'10/01/2022 12:18:44;'061857011022;FIX;OK;68,1785736;43,07898;8348,1;83,23;122,5
3215;'10/01/2022 12:18:45;'061858011022;NOF;OK;68,1785736;43,07898;8348,1;83,23;122,5
3216;'10/01/2022 12:18:46;'061859011022;FIX;OK;68,1789551;43,07874;8353,9;75,99;119,8
3217;'10/01/2022 12:18:47;'061900011022;FIX;OK;68,1791687;43,07865;8356,2;74,45;119,2
3218;'10/01/2022 12:18:48;'061901011022;FIX;OK;68,1793671;43,07855;8359,1;72,73;123,1
3219;'10/01/2022 12:18:49;'061902011022;FIX;OK;68,1795197;43,07849;8363,0;64,17;119,5
3220;'10/01/2022 12:18:50;'061903011022;FIX;OK;68,1797028;43,07844;8367,5;65,76;116,9
3221;'10/01/2022 12:18:51;'061904011022;FIX;OK;68,1798706;43,07834;8372,0;67,04;125,4
3222;'10/01/2022 12:18:52;'061905011022;FIX;OK;68,1800919;43,07821;8374,5;80,77;128,8
3223;'10/01/2022 12:18:53;'061906011022;FIX;OK;68,1803207;43,07812;8378,3;78,56;123,7
3224;'10/01/2022 12:18:54;'061907011022;FIX;OK;68,1805420;43,07804;8382,0;74,30;122,3
3225;'10/01/2022 12:18:55;'061908011022;FIX;OK;68,1807709;43,07792;8385,3;84,91;126,1
3226;'10/01/2022 12:18:56;'061909011022;FIX;OK;68,1809998;43,07781;8388,1;81,30;123,1
3227;'10/01/2022 12:18:57;'061910011022;FIX;OK;68,1812286;43,07771;8389,9;78,10;122,1
3228;'10/01/2022 12:18:58;'061911011022;FIX;OK;68,1815033;43,07758;8398,5;75,91;121,5
3229;'10/01/2022 12:18:59;'061912011022;NOF;OK;68,1815033;43,07758;8398,5;75,91;121,5
3230;'10/01/2022 12:18:59;'061913011022;NOF;OK;68,1815033;43,07758;8398,5;75,91;121,5
3231;'10/01/2022 12:19:00;'061914011022;NOF;OK;68,1815033;43,07758;8398,5;75,91;121,5
3232;'10/01/2022 12:19:01;'061915011022;FIX;OK;68,1823883;43,07719;8404,6;76,02;121,5
3233;'10/01/2022 12:19:02;'061916011022;FIX;OK;68,1826019;43,07711;8406,5;71,28;121,0
3234;'10/01/2022 12:19:03;'061917011022;FIX;OK;68,1827927;43,07702;8409,2;69,49;122,2
3235;'10/01/2022 12:19:04;'061918011022;FIX;OK;68,1829834;43,07696;8411,1;67,71;123,6
3236;'10/01/2022 12:19:05;'061919011022;FIX;OK;68,1831970;43,07684;8412,6;80,84;128,6
3237;'10/01/2022 12:19:06;'061920011022;FIX;OK;68,1833801;43,07672;8414,7;73,78;125,9
3238;'10/01/2022 12:19:07;'061921011022;FIX;OK;68,1836014;43,07664;8415,8;77,08;124,9
3239;'10/01/2022 12:19:08;'061922011022;FIX;OK;68,1838226;43,07653;8416,8;78,52;125,0
3240;'10/01/2022 12:19:09;'061923011022;FIX;OK;68,1839828;43,07637;8422,1;78,56;129,1
3241;'10/01/2022 12:19:10;'061924011022;FIX;OK;68,1842041;43,07630;8423,4;78,23;126,5
3242;'10/01/2022 12:19:11;'061925011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3243;'10/01/2022 12:19:12;'061926011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3244;'10/01/2022 12:19:13;'061927011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3245;'10/01/2022 12:19:14;'061928011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3246;'10/01/2022 12:19:14;'061929011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3247;'10/01/2022 12:19:15;'061930011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3248;'10/01/2022 12:19:16;'061931011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3249;'10/01/2022 12:19:17;'061932011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3250;'10/01/2022 12:19:18;'061933011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3251;'10/01/2022 12:19:19;'061934011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3252;'10/01/2022 12:19:20;'061935011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3253;'10/01/2022 12:19:21;'061936011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3254;'10/01/2022 12:19:22;'061937011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3255;'10/01/2022 12:19:23;'061938011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3256;'10/01/2022 12:19:24;'061939011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3257;'10/01/2022 12:19:25;'061940011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3258;'10/01/2022 12:19:26;'061941011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3259;'10/01/2022 12:19:27;'061942011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3260;'10/01/2022 12:19:28;'061943011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3261;'10/01/2022 12:19:28;'061944011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3262;'10/01/2022 12:19:29;'061945011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3263;'10/01/2022 12:19:30;'061946011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3264;'10/01/2022 12:19:31;'061947011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3265;'10/01/2022 12:19:32;'061948011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3266;'10/01/2022 12:19:33;'061949011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3267;'10/01/2022 12:19:34;'061950011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3268;'10/01/2022 12:19:35;'061951011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3269;'10/01/2022 12:19:36;'061952011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3270;'10/01/2022 12:19:37;'061953011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3271;'10/01/2022 12:19:38;'061954011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3272;'10/01/2022 12:19:39;'061955011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3273;'10/01/2022 12:19:40;'061956011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3274;'10/01/2022 12:19:41;'061957011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3275;'10/01/2022 12:19:42;'061958011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3276;'10/01/2022 12:19:43;'061959011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3277;'10/01/2022 12:19:43;'062000011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3278;'10/01/2022 12:19:44;'062001011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3279;'10/01/2022 12:19:45;'062002011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3280;'10/01/2022 12:19:46;'062003011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3281;'10/01/2022 12:19:47;'062004011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3282;'10/01/2022 12:19:48;'062005011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3283;'10/01/2022 12:19:49;'062006011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3284;'10/01/2022 12:19:50;'062007011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3285;'10/01/2022 12:19:51;'062008011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3286;'10/01/2022 12:19:52;'062009011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3287;'10/01/2022 12:19:53;'062010011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3288;'10/01/2022 12:19:54;'062011011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3289;'10/01/2022 12:19:55;'062012011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3290;'10/01/2022 12:19:56;'062013011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3291;'10/01/2022 12:19:57;'062014011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3292;'10/01/2022 12:19:57;'062015011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3293;'10/01/2022 12:19:58;'062016011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3294;'10/01/2022 12:19:59;'062017011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3295;'10/01/2022 12:20:00;'062018011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3296;'10/01/2022 12:20:01;'062019011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3297;'10/01/2022 12:20:02;'062020011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3298;'10/01/2022 12:20:03;'062021011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3299;'10/01/2022 12:20:04;'062022011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3300;'10/01/2022 12:20:05;'062023011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3301;'10/01/2022 12:20:06;'062024011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3302;'10/01/2022 12:20:07;'062025011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3303;'10/01/2022 12:20:08;'062026011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3304;'10/01/2022 12:20:09;'062027011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3305;'10/01/2022 12:20:10;'062028011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3306;'10/01/2022 12:20:11;'062029011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3307;'10/01/2022 12:20:12;'062030011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3308;'10/01/2022 12:20:12;'062031011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3309;'10/01/2022 12:20:13;'062032011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3310;'10/01/2022 12:20:14;'062033011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3311;'10/01/2022 12:20:15;'062034011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3312;'10/01/2022 12:20:16;'062035011022;NOF;OK;68,1842041;43,07630;8423,4;78,23;126,5
3313;'10/01/2022 12:20:17;'062036011022;FIX;OK;68,2015762;43,06883;8962,5;101,36;101,6
3314;'10/01/2022 12:20:18;'062037011022;FIX;OK;68,2017212;43,06878;8962,1;97,77;100,1
3315;'10/01/2022 12:20:19;'062038011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3316;'10/01/2022 12:20:20;'062039011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3317;'10/01/2022 12:20:21;'062040011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3318;'10/01/2022 12:20:22;'062041011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3319;'10/01/2022 12:20:23;'062042011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3320;'10/01/2022 12:20:24;'062043011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3321;'10/01/2022 12:20:25;'062044011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3322;'10/01/2022 12:20:26;'062045011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3323;'10/01/2022 12:20:26;'062046011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3324;'10/01/2022 12:20:27;'062047011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3325;'10/01/2022 12:20:28;'062048011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3326;'10/01/2022 12:20:29;'062049011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3327;'10/01/2022 12:20:30;'062050011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3328;'10/01/2022 12:20:31;'062051011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3329;'10/01/2022 12:20:32;'062052011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3330;'10/01/2022 12:20:33;'062053011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3331;'10/01/2022 12:20:34;'062054011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3332;'10/01/2022 12:20:35;'062055011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3333;'10/01/2022 12:20:36;'062056011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3334;'10/01/2022 12:20:37;'062057011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3335;'10/01/2022 12:20:38;'062058011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3336;'10/01/2022 12:20:39;'062059011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3337;'10/01/2022 12:20:40;'062100011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3338;'10/01/2022 12:20:40;'062101011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3339;'10/01/2022 12:20:41;'062102011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3340;'10/01/2022 12:20:42;'062103011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3341;'10/01/2022 12:20:43;'062104011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3342;'10/01/2022 12:20:44;'062105011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3343;'10/01/2022 12:20:45;'062106011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3344;'10/01/2022 12:20:46;'062107011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3345;'10/01/2022 12:20:47;'062108011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3346;'10/01/2022 12:20:48;'062109011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3347;'10/01/2022 12:20:49;'062110011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3348;'10/01/2022 12:20:50;'062111011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3349;'10/01/2022 12:20:51;'062112011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3350;'10/01/2022 12:20:52;'062113011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3351;'10/01/2022 12:20:53;'062114011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3352;'10/01/2022 12:20:54;'062115011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3353;'10/01/2022 12:20:54;'062116011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3354;'10/01/2022 12:20:55;'062117011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3355;'10/01/2022 12:20:56;'062118011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3356;'10/01/2022 12:20:57;'062119011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3357;'10/01/2022 12:20:58;'062120011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3358;'10/01/2022 12:20:59;'062121011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3359;'10/01/2022 12:21:00;'062122011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3360;'10/01/2022 12:21:01;'062123011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3361;'10/01/2022 12:21:02;'062124011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3362;'10/01/2022 12:21:03;'062125011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3363;'10/01/2022 12:21:04;'062126011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3364;'10/01/2022 12:21:05;'062127011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3365;'10/01/2022 12:21:06;'062128011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3366;'10/01/2022 12:21:07;'062129011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3367;'10/01/2022 12:21:08;'062130011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3368;'10/01/2022 12:21:09;'062131011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3369;'10/01/2022 12:21:09;'062132011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3370;'10/01/2022 12:21:10;'062133011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3371;'10/01/2022 12:21:11;'062134011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3372;'10/01/2022 12:21:12;'062135011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3373;'10/01/2022 12:21:13;'062136011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3374;'10/01/2022 12:21:14;'062137011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3375;'10/01/2022 12:21:15;'062138011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3376;'10/01/2022 12:21:16;'062139011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3377;'10/01/2022 12:21:17;'062140011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3378;'10/01/2022 12:21:18;'062141011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3379;'10/01/2022 12:21:19;'062142011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3380;'10/01/2022 12:21:20;'062143011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3381;'10/01/2022 12:21:21;'062144011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3382;'10/01/2022 12:21:22;'062145011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3383;'10/01/2022 12:21:23;'062146011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3384;'10/01/2022 12:21:23;'062147011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3385;'10/01/2022 12:21:24;'062148011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3386;'10/01/2022 12:21:25;'062149011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3387;'10/01/2022 12:21:26;'062150011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3388;'10/01/2022 12:21:27;'062151011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3389;'10/01/2022 12:21:28;'062152011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3390;'10/01/2022 12:21:29;'062153011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3391;'10/01/2022 12:21:30;'062154011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3392;'10/01/2022 12:21:31;'062155011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3393;'10/01/2022 12:21:32;'062156011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3394;'10/01/2022 12:21:33;'062157011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3395;'10/01/2022 12:21:34;'062158011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3396;'10/01/2022 12:21:35;'062159011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3397;'10/01/2022 12:21:36;'062200011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3398;'10/01/2022 12:21:37;'062201011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3399;'10/01/2022 12:21:38;'062202011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3400;'10/01/2022 12:21:38;'062203011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3401;'10/01/2022 12:21:39;'062204011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3402;'10/01/2022 12:21:40;'062205011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3403;'10/01/2022 12:21:41;'062206011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3404;'10/01/2022 12:21:42;'062207011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3405;'10/01/2022 12:21:43;'062208011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3406;'10/01/2022 12:21:44;'062209011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3407;'10/01/2022 12:21:45;'062210011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3408;'10/01/2022 12:21:46;'062211011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3409;'10/01/2022 12:21:47;'062212011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3410;'10/01/2022 12:21:48;'062213011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3411;'10/01/2022 12:21:49;'062214011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3412;'10/01/2022 12:21:50;'062215011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3413;'10/01/2022 12:21:51;'062216011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3414;'10/01/2022 12:21:52;'062217011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3415;'10/01/2022 12:21:53;'062218011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3416;'10/01/2022 12:21:53;'062219011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
3417;'10/01/2022 12:21:54;'062220011022;NOF;OK;68,2017212;43,06878;8962,1;97,77;100,1
