

New start of logging. Datetime: 2022.10.01_112457 
No;Datetime, dd/mm/yyyy hh:mm:ss;GPS Time, hhmmssddmmyy;Status;Antenna;Longitude;Latitude;Altitude, m;Speed, km/h;Course
1840;'10/01/2022 11:56:01;'055603011022;FIX;OK;68,0201874;43,14608;1546,9;5,13;200,8
1841;'10/01/2022 11:56:02;'055604011022;FIX;OK;68,0201721;43,14608;1550,0;8,98;275,2
1842;'10/01/2022 11:56:03;'055605011022;FIX;OK;68,0201263;43,14607;1554,0;14,17;254,9
1843;'10/01/2022 11:56:04;'055606011022;FIX;OK;68,0200806;43,14605;1560,0;18,78;233,3
1844;'10/01/2022 11:56:05;'055607011022;FIX;OK;68,0200272;43,14602;1565,0;23,89;226,5
1845;'10/01/2022 11:56:06;'055608011022;FIX;OK;68,0199738;43,14597;1569,9;25,95;218,0
1846;'10/01/2022 11:56:07;'055609011022;FIX;OK;68,0199280;43,14592;1574,7;23,21;207,2
1847;'10/01/2022 11:56:08;'055610011022;FIX;OK;68,0198975;43,14586;1579,5;21,56;194,2
1848;'10/01/2022 11:56:09;'055611011022;FIX;OK;68,0198898;43,14582;1584,2;17,33;183,2
1849;'10/01/2022 11:56:10;'055612011022;FIX;OK;68,0198822;43,14579;1589,4;7,74;192,2
1850;'10/01/2022 11:56:10;'055613011022;FIX;OK;68,0198669;43,14577;1595,3;10,65;236,3
1851;'10/01/2022 11:56:11;'055614011022;FIX;OK;68,0198212;43,14575;1601,4;21,32;231,9
1852;'10/01/2022 11:56:12;'055615011022;FIX;OK;68,0197601;43,14571;1607,4;26,43;230,5
1853;'10/01/2022 11:56:13;'055616011022;FIX;OK;68,0197067;43,14566;1613,7;22,26;214,7
1854;'10/01/2022 11:56:14;'055617011022;FIX;OK;68,0196609;43,14562;1620,3;23,85;219,3
1855;'10/01/2022 11:56:15;'055618011022;FIX;OK;68,0196304;43,14557;1627,1;21,28;218,5
1856;'10/01/2022 11:56:16;'055619011022;FIX;OK;68,0195923;43,14554;1634,6;11,91;222,6
1857;'10/01/2022 11:56:17;'055620011022;FIX;OK;68,0195770;43,14553;1641,6;0,30;222,6
1858;'10/01/2022 11:56:18;'055621011022;FIX;OK;68,0195465;43,14553;1647,6;12,00;276,4
1859;'10/01/2022 11:56:19;'055622011022;FIX;OK;68,0194778;43,14553;1653,7;24,76;261,7
1860;'10/01/2022 11:56:20;'055623011022;FIX;OK;68,0193863;43,14550;1659,0;27,78;238,3
1861;'10/01/2022 11:56:21;'055624011022;FIX;OK;68,0193176;43,14547;1664,0;23,98;221,5
1862;'10/01/2022 11:56:22;'055625011022;FIX;OK;68,0192566;43,14543;1669,6;23,98;232,5
1863;'10/01/2022 11:56:23;'055626011022;FIX;OK;68,0192032;43,14542;1677,9;13,15;262,3
1864;'10/01/2022 11:56:24;'055627011022;FIX;OK;68,0191727;43,14540;1684,8;11,06;211,2
1865;'10/01/2022 11:56:25;'055628011022;FIX;OK;68,0191422;43,14539;1687,4;5,28;221,0
1866;'10/01/2022 11:56:26;'055629011022;FIX;OK;68,0191193;43,14539;1693,0;8,57;266,1
1867;'10/01/2022 11:56:26;'055630011022;FIX;OK;68,0190887;43,14539;1698,3;10,70;272,3
1868;'10/01/2022 11:56:27;'055631011022;FIX;OK;68,0190582;43,14540;1702,6;6,96;295,1
1869;'10/01/2022 11:56:28;'055632011022;FIX;OK;68,0190430;43,14540;1704,1;0,26;295,1
1870;'10/01/2022 11:56:29;'055633011022;FIX;OK;68,0190353;43,14540;1706,8;0,61;295,1
1871;'10/01/2022 11:56:30;'055634011022;FIX;OK;68,0190277;43,14539;1710,4;7,52;210,8
1872;'10/01/2022 11:56:31;'055635011022;FIX;OK;68,0190201;43,14537;1715,8;6,85;192,6
1873;'10/01/2022 11:56:32;'055636011022;FIX;OK;68,0190125;43,14534;1721,1;14,06;192,0
1874;'10/01/2022 11:56:33;'055637011022;FIX;OK;68,0189896;43,14530;1725,9;25,08;199,4
1875;'10/01/2022 11:56:34;'055638011022;FIX;OK;68,0189514;43,14524;1730,7;22,95;220,6
1876;'10/01/2022 11:56:35;'055639011022;FIX;OK;68,0188980;43,14521;1735,2;18,32;248,7
1877;'10/01/2022 11:56:36;'055640011022;FIX;OK;68,0188370;43,14520;1740,5;16,24;257,8
1878;'10/01/2022 11:56:37;'055641011022;FIX;OK;68,0187912;43,14518;1746,1;15,45;225,6
1879;'10/01/2022 11:56:38;'055642011022;FIX;OK;68,0187531;43,14515;1751,7;17,35;227,0
1880;'10/01/2022 11:56:39;'055643011022;FIX;OK;68,0186920;43,14513;1756,8;24,00;239,3
1881;'10/01/2022 11:56:40;'055644011022;FIX;OK;68,0186234;43,14509;1761,0;24,96;231,4
1882;'10/01/2022 11:56:41;'055645011022;FIX;OK;68,0185699;43,14505;1765,1;21,15;211,1
1883;'10/01/2022 11:56:42;'055646011022;FIX;OK;68,0185394;43,14501;1770,2;13,19;221,4
1884;'10/01/2022 11:56:42;'055647011022;FIX;OK;68,0185165;43,14499;1776,3;6,15;235,0
1885;'10/01/2022 11:56:43;'055648011022;FIX;OK;68,0185165;43,14497;1782,3;13,09;159,6
1886;'10/01/2022 11:56:44;'055649011022;FIX;OK;68,0185471;43,14494;1787,2;18,95;147,5
1887;'10/01/2022 11:56:45;'055650011022;FIX;OK;68,0185776;43,14490;1792,0;15,95;144,5
1888;'10/01/2022 11:56:46;'055651011022;FIX;OK;68,0186081;43,14487;1796,8;12,61;141,0
1889;'10/01/2022 11:56:47;'055652011022;FIX;OK;68,0186310;43,14484;1802,1;14,54;154,0
1890;'10/01/2022 11:56:48;'055653011022;FIX;OK;68,0186386;43,14481;1808,0;13,95;175,3
1891;'10/01/2022 11:56:49;'055654011022;FIX;OK;68,0186386;43,14478;1814,0;5,82;189,5
1892;'10/01/2022 11:56:50;'055655011022;FIX;OK;68,0186310;43,14478;1815,9;3,98;323,6
1893;'10/01/2022 11:56:51;'055656011022;FIX;OK;68,0186157;43,14479;1817,7;4,04;277,9
1894;'10/01/2022 11:56:52;'055657011022;FIX;OK;68,0186005;43,14478;1819,6;6,26;238,9
1895;'10/01/2022 11:56:53;'055658011022;FIX;OK;68,0185852;43,14478;1821,3;7,00;256,0
1896;'10/01/2022 11:56:54;'055659011022;FIX;OK;68,0185623;43,14477;1822,9;4,56;259,5
1897;'10/01/2022 11:56:55;'055700011022;FIX;OK;68,0185547;43,14477;1824,3;0,00;259,5
1898;'10/01/2022 11:56:56;'055701011022;FIX;OK;68,0185699;43,14476;1825,8;0,00;110,4
1899;'10/01/2022 11:56:57;'055702011022;FIX;OK;68,0186157;43,14475;1828,5;15,20;116,5
1900;'10/01/2022 11:56:58;'055703011022;FIX;OK;68,0186615;43,14472;1831,6;17,35;139,3
1901;'10/01/2022 11:56:58;'055704011022;FIX;OK;68,0186920;43,14467;1835,2;21,72;166,0
1902;'10/01/2022 11:56:59;'055705011022;FIX;OK;68,0186996;43,14462;1839,3;21,71;176,7
1903;'10/01/2022 11:57:00;'055706011022;FIX;OK;68,0187073;43,14458;1843,9;11,72;170,6
1904;'10/01/2022 11:57:01;'055707011022;FIX;OK;68,0186996;43,14455;1848,5;13,22;200,4
1905;'10/01/2022 11:57:02;'055708011022;FIX;OK;68,0186844;43,14452;1853,6;12,39;218,0
1906;'10/01/2022 11:57:03;'055709011022;FIX;OK;68,0186539;43,14450;1858,9;8,74;233,7
1907;'10/01/2022 11:57:04;'055710011022;FIX;OK;68,0186234;43,14450;1861,5;7,82;271,5
1908;'10/01/2022 11:57:05;'055711011022;FIX;OK;68,0186081;43,14450;1866,3;5,83;329,8
1909;'10/01/2022 11:57:06;'055712011022;FIX;OK;68,0186157;43,14449;1879,1;3,35;329,8
1910;'10/01/2022 11:57:07;'055713011022;FIX;OK;68,0186386;43,14449;1883,4;12,17;120,6
1911;'10/01/2022 11:57:08;'055714011022;FIX;OK;68,0186615;43,14446;1888,0;13,30;159,9
1912;'10/01/2022 11:57:09;'055715011022;FIX;OK;68,0186920;43,14444;1894,3;14,08;154,6
1913;'10/01/2022 11:57:10;'055716011022;FIX;OK;68,0187149;43,14439;1900,6;23,65;164,4
1914;'10/01/2022 11:57:11;'055717011022;FIX;OK;68,0187225;43,14434;1907,2;20,22;182,7
1915;'10/01/2022 11:57:12;'055718011022;FIX;OK;68,0187073;43,14430;1913,6;11,06;226,3
1916;'10/01/2022 11:57:13;'055719011022;FIX;OK;68,0186844;43,14429;1919,3;6,59;246,3
1917;'10/01/2022 11:57:14;'055720011022;FIX;OK;68,0186768;43,14427;1924,7;9,11;194,4
1918;'10/01/2022 11:57:15;'055721011022;FIX;OK;68,0186615;43,14425;1930,4;10,83;215,6
1919;'10/01/2022 11:57:15;'055722011022;FIX;OK;68,0186386;43,14423;1936,0;7,06;261,1
1920;'10/01/2022 11:57:16;'055723011022;FIX;OK;68,0186234;43,14423;1939,9;0,35;261,1
1921;'10/01/2022 11:57:17;'055724011022;FIX;OK;68,0186157;43,14423;1943,4;0,54;261,1
1922;'10/01/2022 11:57:18;'055725011022;FIX;OK;68,0186081;43,14422;1946,9;0,35;261,1
1923;'10/01/2022 11:57:19;'055726011022;FIX;OK;68,0186081;43,14422;1950,6;0,63;261,1
1924;'10/01/2022 11:57:20;'055727011022;FIX;OK;68,0186462;43,14421;1956,1;12,93;119,2
1925;'10/01/2022 11:57:21;'055728011022;FIX;OK;68,0186844;43,14418;1962,0;17,76;141,1
1926;'10/01/2022 11:57:22;'055729011022;FIX;OK;68,0187225;43,14414;1967,8;20,93;154,0
1927;'10/01/2022 11:57:23;'055730011022;FIX;OK;68,0187454;43,14408;1972,8;21,93;165,9
1928;'10/01/2022 11:57:24;'055731011022;FIX;OK;68,0187531;43,14403;1978,3;22,89;179,8
1929;'10/01/2022 11:57:25;'055732011022;FIX;OK;68,0187454;43,14397;1983,6;22,17;198,3
1930;'10/01/2022 11:57:26;'055733011022;FIX;OK;68,0187225;43,14392;1988,5;16,35;210,7
1931;'10/01/2022 11:57:27;'055734011022;FIX;OK;68,0186996;43,14390;1993,9;9,19;213,8
1932;'10/01/2022 11:57:28;'055735011022;FIX;OK;68,0186844;43,14388;1999,4;4,37;197,3
1933;'10/01/2022 11:57:29;'055736011022;FIX;OK;68,0186920;43,14387;2004,7;4,78;147,4
1934;'10/01/2022 11:57:30;'055737011022;FIX;OK;68,0186996;43,14385;2010,6;10,32;174,7
1935;'10/01/2022 11:57:31;'055738011022;FIX;OK;68,0186996;43,14382;2017,4;14,32;187,1
1936;'10/01/2022 11:57:31;'055739011022;FIX;OK;68,0186920;43,14378;2024,5;16,30;176,3
1937;'10/01/2022 11:57:32;'055740011022;FIX;OK;68,0187149;43,14373;2031,4;26,26;159,0
1938;'10/01/2022 11:57:33;'055741011022;FIX;OK;68,0187607;43,14366;2037,6;34,00;153,5
1939;'10/01/2022 11:57:34;'055742011022;FIX;OK;68,0188065;43,14359;2043,7;24,26;149,9
1940;'10/01/2022 11:57:35;'055743011022;FIX;OK;68,0188370;43,14356;2050,4;12,02;122,4
1941;'10/01/2022 11:57:36;'055744011022;FIX;OK;68,0188675;43,14355;2057,0;8,89;129,3
1942;'10/01/2022 11:57:37;'055745011022;FIX;OK;68,0188828;43,14353;2063,7;11,19;165,8
1943;'10/01/2022 11:57:38;'055746011022;FIX;OK;68,0188828;43,14351;2070,6;9,72;180,3
1944;'10/01/2022 11:57:39;'055747011022;FIX;OK;68,0188828;43,14348;2077,8;10,61;182,8
1945;'10/01/2022 11:57:40;'055748011022;FIX;OK;68,0188828;43,14343;2084,9;23,17;184,3
1946;'10/01/2022 11:57:41;'055749011022;FIX;OK;68,0188751;43,14336;2091,3;33,85;180,7
1947;'10/01/2022 11:57:42;'055750011022;FIX;OK;68,0188904;43,14328;2097,7;30,41;169,4
1948;'10/01/2022 11:57:43;'055751011022;FIX;OK;68,0189209;43,14322;2103,3;25,89;152,6
1949;'10/01/2022 11:57:44;'055752011022;FIX;OK;68,0189667;43,14316;2108,8;25,13;139,4
1950;'10/01/2022 11:57:45;'055753011022;FIX;OK;68,0190201;43,14312;2114,3;19,67;129,1
1951;'10/01/2022 11:57:46;'055754011022;FIX;OK;68,0190659;43,14310;2119,6;13,58;115,8
1952;'10/01/2022 11:57:47;'055755011022;FIX;OK;68,0190964;43,14309;2125,0;9,52;135,6
1953;'10/01/2022 11:57:47;'055756011022;FIX;OK;68,0191116;43,14306;2131,0;14,76;178,6
1954;'10/01/2022 11:57:48;'055757011022;FIX;OK;68,0191116;43,14301;2138,0;22,54;183,4
1955;'10/01/2022 11:57:49;'055758011022;FIX;OK;68,0190964;43,14296;2144,3;23,76;182,6
1956;'10/01/2022 11:57:50;'055759011022;FIX;OK;68,0190964;43,14290;2150,7;27,43;175,0
1957;'10/01/2022 11:57:51;'055800011022;FIX;OK;68,0191193;43,14283;2156,5;32,39;161,3
1958;'10/01/2022 11:57:52;'055801011022;FIX;OK;68,0191574;43,14277;2162,3;26,13;146,6
1959;'10/01/2022 11:57:53;'055802011022;FIX;OK;68,0192032;43,14273;2168,5;16,54;139,1
1960;'10/01/2022 11:57:54;'055803011022;FIX;OK;68,0192261;43,14271;2173,3;9,48;135,9
1961;'10/01/2022 11:57:55;'055804011022;FIX;OK;68,0192490;43,14269;2178,8;10,24;143,4
1962;'10/01/2022 11:57:56;'055805011022;FIX;OK;68,0192719;43,14267;2184,6;11,72;155,2
1963;'10/01/2022 11:57:57;'055806011022;FIX;OK;68,0192719;43,14264;2190,2;11,83;188,5
1964;'10/01/2022 11:57:58;'055807011022;FIX;OK;68,0192566;43,14260;2194,7;17,93;200,8
1965;'10/01/2022 11:57:59;'055808011022;FIX;OK;68,0192413;43,14255;2199,3;25,06;183,8
1966;'10/01/2022 11:58:00;'055809011022;FIX;OK;68,0192566;43,14249;2204,1;27,89;163,4
1967;'10/01/2022 11:58:01;'055810011022;FIX;OK;68,0192871;43,14242;2208,9;29,95;156,0
1968;'10/01/2022 11:58:02;'055811011022;FIX;OK;68,0193329;43,14236;2214,1;30,35;145,1
1969;'10/01/2022 11:58:03;'055812011022;FIX;OK;68,0193939;43,14230;2219,8;26,28;137,4
1970;'10/01/2022 11:58:03;'055813011022;FIX;OK;68,0194473;43,14226;2221,4;20,13;130,7
1971;'10/01/2022 11:58:04;'055814011022;FIX;OK;68,0194855;43,14223;2226,9;11,82;128,5
1972;'10/01/2022 11:58:05;'055815011022;FIX;OK;68,0195084;43,14222;2232,1;10,48;172,6
1973;'10/01/2022 11:58:06;'055816011022;FIX;OK;68,0195084;43,14219;2237,5;14,48;181,1
1974;'10/01/2022 11:58:07;'055817011022;FIX;OK;68,0195007;43,14215;2242,9;16,35;177,4
1975;'10/01/2022 11:58:08;'055818011022;FIX;OK;68,0195007;43,14210;2247,8;23,74;180,7
1976;'10/01/2022 11:58:09;'055819011022;FIX;OK;68,0195084;43,14203;2252,3;30,50;170,0
1977;'10/01/2022 11:58:10;'055820011022;FIX;OK;68,0195389;43,14196;2256,5;27,59;152,1
1978;'10/01/2022 11:58:11;'055821011022;FIX;OK;68,0195847;43,14190;2260,8;25,15;149,3
1979;'10/01/2022 11:58:12;'055822011022;FIX;OK;68,0196304;43,14185;2265,8;26,48;146,1
1980;'10/01/2022 11:58:13;'055823011022;FIX;OK;68,0196838;43,14180;2270,7;20,33;128,7
1981;'10/01/2022 11:58:14;'055824011022;FIX;OK;68,0197220;43,14178;2275,8;9,15;138,6
1982;'10/01/2022 11:58:15;'055825011022;FIX;OK;68,0197372;43,14175;2281,6;13,13;169,6
1983;'10/01/2022 11:58:16;'055826011022;FIX;OK;68,0197449;43,14172;2287,2;14,74;181,4
1984;'10/01/2022 11:58:17;'055827011022;FIX;OK;68,0197449;43,14168;2292,0;19,56;189,5
1985;'10/01/2022 11:58:18;'055828011022;FIX;OK;68,0197372;43,14162;2296,8;26,19;181,7
1986;'10/01/2022 11:58:19;'055829011022;FIX;OK;68,0197449;43,14155;2301,5;28,24;169,6
1987;'10/01/2022 11:58:19;'055830011022;FIX;OK;68,0197754;43,14148;2306,3;32,08;160,5
1988;'10/01/2022 11:58:20;'055831011022;FIX;OK;68,0198212;43,14141;2311,5;30,26;147,1
1989;'10/01/2022 11:58:21;'055832011022;FIX;OK;68,0198822;43,14136;2316,9;25,87;128,9
1990;'10/01/2022 11:58:22;'055833011022;FIX;OK;68,0199432;43,14133;2322,4;20,95;129,1
1991;'10/01/2022 11:58:23;'055834011022;FIX;OK;68,0199890;43,14130;2327,6;16,78;133,7
1992;'10/01/2022 11:58:24;'055835011022;FIX;OK;68,0200195;43,14127;2332,7;8,56;140,4
1993;'10/01/2022 11:58:25;'055836011022;FIX;OK;68,0200348;43,14125;2338,2;10,19;168,9
1994;'10/01/2022 11:58:26;'055837011022;FIX;OK;68,0200424;43,14122;2344,6;15,26;165,6
1995;'10/01/2022 11:58:27;'055838011022;FIX;OK;68,0200500;43,14120;2351,0;11,76;171,3
1996;'10/01/2022 11:58:28;'055839011022;FIX;OK;68,0200424;43,14117;2356,9;10,13;216,3
1997;'10/01/2022 11:58:29;'055840011022;FIX;OK;68,0200119;43,14115;2362,0;12,08;219,1
1998;'10/01/2022 11:58:30;'055841011022;FIX;OK;68,0199966;43,14112;2366,9;14,32;190,8
1999;'10/01/2022 11:58:31;'055842011022;FIX;OK;68,0199814;43,14108;2372,0;18,98;203,4
2000;'10/01/2022 11:58:32;'055843011022;FIX;OK;68,0199432;43,14103;2377,0;22,58;209,6
2001;'10/01/2022 11:58:33;'055844011022;FIX;OK;68,0199203;43,14098;2381,6;22,54;193,4
2002;'10/01/2022 11:58:34;'055845011022;FIX;OK;68,0198975;43,14091;2386,4;25,47;189,9
2003;'10/01/2022 11:58:35;'055846011022;FIX;OK;68,0198746;43,14085;2390,6;26,28;197,6
2004;'10/01/2022 11:58:35;'055847011022;FIX;OK;68,0198517;43,14079;2395,7;23,65;193,1
2005;'10/01/2022 11:58:36;'055848011022;FIX;OK;68,0198364;43,14074;2401,2;21,52;189,2
2006;'10/01/2022 11:58:37;'055849011022;FIX;OK;68,0198135;43,14069;2406,7;19,65;206,7
2007;'10/01/2022 11:58:38;'055850011022;FIX;OK;68,0197830;43,14066;2414,9;17,63;220,6
2008;'10/01/2022 11:58:39;'055851011022;FIX;OK;68,0197449;43,14062;2420,9;13,04;222,2
2009;'10/01/2022 11:58:40;'055852011022;FIX;OK;68,0197296;43,14061;2426,4;0,00;222,2
2010;'10/01/2022 11:58:41;'055853011022;FIX;OK;68,0197372;43,14061;2428,7;0,00;222,2
2011;'10/01/2022 11:58:42;'055854011022;FIX;OK;68,0197525;43,14060;2430,8;12,74;153,1
2012;'10/01/2022 11:58:43;'055855011022;FIX;OK;68,0197754;43,14057;2435,2;15,17;157,0
2013;'10/01/2022 11:58:44;'055856011022;FIX;OK;68,0197983;43,14053;2440,4;13,63;153,8
2014;'10/01/2022 11:58:45;'055857011022;FIX;OK;68,0198212;43,14049;2445,4;19,26;163,6
2015;'10/01/2022 11:58:46;'055858011022;FIX;OK;68,0198288;43,14043;2449,8;26,48;175,3
2016;'10/01/2022 11:58:47;'055859011022;FIX;OK;68,0198288;43,14037;2454,7;19,06;196,3
2017;'10/01/2022 11:58:48;'055900011022;FIX;OK;68,0198059;43,14034;2460,3;12,35;232,0
2018;'10/01/2022 11:58:49;'055901011022;FIX;OK;68,0197754;43,14031;2468,6;14,35;237,0
2019;'10/01/2022 11:58:50;'055902011022;FIX;OK;68,0197296;43,14029;2474,1;15,04;231,8
2020;'10/01/2022 11:58:51;'055903011022;FIX;OK;68,0196915;43,14027;2479,1;14,70;242,6
2021;'10/01/2022 11:58:51;'055904011022;FIX;OK;68,0196457;43,14025;2483,5;15,56;251,1
2022;'10/01/2022 11:58:52;'055905011022;FIX;OK;68,0195923;43,14024;2487,3;16,22;243,9
2023;'10/01/2022 11:58:53;'055906011022;FIX;OK;68,0195465;43,14021;2491,6;20,26;225,6
2024;'10/01/2022 11:58:54;'055907011022;FIX;OK;68,0195084;43,14017;2497,0;17,72;209,2
2025;'10/01/2022 11:58:55;'055908011022;FIX;OK;68,0194931;43,14013;2503,4;16,45;181,1
2026;'10/01/2022 11:58:56;'055909011022;FIX;OK;68,0195007;43,14008;2509,6;22,30;170,2
2027;'10/01/2022 11:58:57;'055910011022;FIX;OK;68,0195084;43,14003;2516,0;18,41;178,7
2028;'10/01/2022 11:58:58;'055911011022;FIX;OK;68,0195236;43,13999;2522,5;14,89;143,4
2029;'10/01/2022 11:58:59;'055912011022;FIX;OK;68,0195465;43,13997;2527,8;15,56;116,4
2030;'10/01/2022 11:59:00;'055913011022;FIX;OK;68,0195770;43,13996;2532,6;7,61;137,8
2031;'10/01/2022 11:59:01;'055914011022;FIX;OK;68,0195847;43,13994;2537,3;7,13;169,6
2032;'10/01/2022 11:59:02;'055915011022;FIX;OK;68,0195847;43,13993;2539,6;3,78;137,7
2033;'10/01/2022 11:59:03;'055916011022;FIX;OK;68,0195923;43,13992;2545,5;2,26;137,7
2034;'10/01/2022 11:59:04;'055917011022;FIX;OK;68,0195847;43,13991;2550,9;10,85;230,1
2035;'10/01/2022 11:59:05;'055918011022;FIX;OK;68,0195465;43,13989;2556,0;15,43;236,5
2036;'10/01/2022 11:59:06;'055919011022;FIX;OK;68,0195007;43,13987;2560,9;16,39;228,6
2037;'10/01/2022 11:59:07;'055920011022;FIX;OK;68,0194626;43,13983;2565,8;24,02;206,0
2038;'10/01/2022 11:59:07;'055921011022;FIX;OK;68,0194397;43,13977;2571,3;25,17;195,3
2039;'10/01/2022 11:59:08;'055922011022;FIX;OK;68,0194244;43,13972;2577,7;12,74;188,8
2040;'10/01/2022 11:59:09;'055923011022;FIX;OK;68,0194244;43,13969;2584,5;12,69;156,7
2041;'10/01/2022 11:59:10;'055924011022;FIX;OK;68,0194473;43,13966;2591,5;19,04;153,8
2042;'10/01/2022 11:59:11;'055925011022;FIX;OK;68,0194702;43,13963;2598,5;12,22;161,8
2043;'10/01/2022 11:59:12;'055926011022;FIX;OK;68,0194778;43,13961;2604,7;4,00;148,5
2044;'10/01/2022 11:59:13;'055927011022;FIX;OK;68,0194931;43,13960;2610,2;5,59;127,1
2045;'10/01/2022 11:59:14;'055928011022;FIX;OK;68,0195007;43,13959;2614,8;4,30;154,8
2046;'10/01/2022 11:59:15;'055929011022;FIX;OK;68,0194931;43,13958;2619,1;8,20;248,6
2047;'10/01/2022 11:59:16;'055930011022;FIX;OK;68,0194626;43,13956;2624,2;14,43;214,4
2048;'10/01/2022 11:59:17;'055931011022;FIX;OK;68,0194397;43,13953;2629,7;20,58;192,2
2049;'10/01/2022 11:59:18;'055932011022;FIX;OK;68,0194321;43,13947;2635,7;22,09;191,9
2050;'10/01/2022 11:59:19;'055933011022;FIX;OK;68,0194244;43,13942;2642,1;20,50;170,2
2051;'10/01/2022 11:59:20;'055934011022;FIX;OK;68,0194550;43,13937;2647,8;22,87;146,4
2052;'10/01/2022 11:59:21;'055935011022;FIX;OK;68,0194931;43,13933;2653,9;19,19;152,0
2053;'10/01/2022 11:59:22;'055936011022;FIX;OK;68,0194931;43,13929;2660,3;18,35;199,3
2054;'10/01/2022 11:59:23;'055937011022;FIX;OK;68,0194702;43,13924;2666,8;19,63;214,5
2055;'10/01/2022 11:59:23;'055938011022;FIX;OK;68,0194397;43,13921;2672,7;14,00;201,9
2056;'10/01/2022 11:59:24;'055939011022;FIX;OK;68,0194168;43,13918;2677,7;10,63;231,7
2057;'10/01/2022 11:59:25;'055940011022;FIX;OK;68,0193863;43,13916;2681,9;14,59;228,2
2058;'10/01/2022 11:59:26;'055941011022;FIX;OK;68,0193481;43,13913;2685,7;14,67;218,8
2059;'10/01/2022 11:59:27;'055942011022;FIX;OK;68,0193253;43,13911;2690,2;12,74;197,8
2060;'10/01/2022 11:59:28;'055943011022;FIX;OK;68,0193100;43,13908;2694,6;10,91;237,2
2061;'10/01/2022 11:59:29;'055944011022;FIX;OK;68,0192719;43,13906;2699,4;12,69;238,6
2062;'10/01/2022 11:59:30;'055945011022;FIX;OK;68,0192566;43,13905;2704,3;8,89;183,6
2063;'10/01/2022 11:59:31;'055946011022;FIX;OK;68,0192642;43,13903;2709,4;6,89;127,3
2064;'10/01/2022 11:59:32;'055947011022;FIX;OK;68,0192871;43,13902;2714,9;9,93;142,1
2065;'10/01/2022 11:59:33;'055948011022;FIX;OK;68,0193176;43,13898;2720,7;21,58;149,5
2066;'10/01/2022 11:59:34;'055949011022;FIX;OK;68,0193558;43,13894;2726,4;25,08;147,4
2067;'10/01/2022 11:59:35;'055950011022;FIX;OK;68,0193939;43,13889;2732,8;19,89;156,2
2068;'10/01/2022 11:59:36;'055951011022;FIX;OK;68,0194168;43,13883;2738,8;23,84;173,6
2069;'10/01/2022 11:59:37;'055952011022;FIX;OK;68,0194244;43,13876;2743,8;30,17;179,6
2070;'10/01/2022 11:59:38;'055953011022;FIX;OK;68,0194168;43,13869;2748,3;25,04;184,9
2071;'10/01/2022 11:59:39;'055954011022;FIX;OK;68,0194092;43,13864;2752,8;20,72;186,2
2072;'10/01/2022 11:59:39;'055955011022;FIX;OK;68,0194092;43,13858;2757,9;23,08;185,4
2073;'10/01/2022 11:59:40;'055956011022;FIX;OK;68,0193939;43,13853;2763,2;16,02;197,2
2074;'10/01/2022 11:59:41;'055957011022;FIX;OK;68,0193863;43,13851;2768,4;4,93;185,3
2075;'10/01/2022 11:59:42;'055958011022;FIX;OK;68,0194016;43,13850;2772,9;10,46;134,7
2076;'10/01/2022 11:59:43;'055959011022;FIX;OK;68,0194321;43,13847;2778,5;17,69;141,8
2077;'10/01/2022 11:59:44;'060000011022;FIX;OK;68,0194855;43,13843;2784,3;23,82;140,6
2078;'10/01/2022 11:59:45;'060001011022;FIX;OK;68,0195389;43,13838;2789,6;27,15;142,0
2079;'10/01/2022 11:59:46;'060002011022;FIX;OK;68,0195923;43,13832;2794,7;29,30;150,6
2080;'10/01/2022 11:59:47;'060003011022;FIX;OK;68,0196381;43,13825;2799,4;30,50;158,6
2081;'10/01/2022 11:59:48;'060004011022;FIX;OK;68,0196609;43,13818;2804,3;26,17;169,6
2082;'10/01/2022 11:59:49;'060005011022;FIX;OK;68,0196762;43,13813;2810,2;19,52;176,7
2083;'10/01/2022 11:59:50;'060006011022;FIX;OK;68,0196762;43,13808;2815,7;13,76;169,6
2084;'10/01/2022 11:59:51;'060007011022;FIX;OK;68,0196915;43,13806;2820,9;8,80;151,3
2085;'10/01/2022 11:59:52;'060008011022;FIX;OK;68,0197144;43,13804;2826,2;9,46;125,6
2086;'10/01/2022 11:59:53;'060009011022;FIX;OK;68,0197525;43,13802;2831,4;16,61;113,4
2087;'10/01/2022 11:59:54;'060010011022;FIX;OK;68,0198212;43,13801;2836,0;23,08;110,9
2088;'10/01/2022 11:59:55;'060011011022;FIX;OK;68,0198975;43,13798;2840,1;25,85;119,2
2089;'10/01/2022 11:59:55;'060012011022;FIX;OK;68,0199738;43,13794;2843,6;29,37;132,8
2090;'10/01/2022 11:59:56;'060013011022;FIX;OK;68,0200424;43,13788;2847,7;29,69;140,2
2091;'10/01/2022 11:59:57;'060014011022;FIX;OK;68,0201035;43,13783;2853,0;23,30;140,2
2092;'10/01/2022 11:59:58;'060015011022;FIX;OK;68,0201492;43,13779;2859,2;17,22;147,0
2093;'10/01/2022 11:59:59;'060016011022;FIX;OK;68,0201721;43,13776;2865,0;13,24;165,6
2094;'10/01/2022 12:00:00;'060017011022;FIX;OK;68,0201797;43,13773;2870,5;9,33;161,6
2095;'10/01/2022 12:00:01;'060018011022;FIX;OK;68,0202026;43,13771;2875,6;10,06;130,5
2096;'10/01/2022 12:00:02;'060019011022;FIX;OK;68,0202332;43,13769;2880,2;11,00;109,3
