

New start of logging. Datetime: 2022.10.01_112457 
Datetime, dd/mm/yyyy hh:mm:ss;HDC TEMP, `C;HDC HUM, %;LPS PRESS, hPa;LPS TEMP, `C;LSM TEMP, `C;LSM AX, mg;LSM AY, mg;LSM AZ, mg;LSM GX;LSM GY;LSM GZ;PM2.5;PM10;EXT_TEMP, `C;BATT, V;VSYS, V
'10/01/2022 11:57:47;8,4;29;788,5;9,1;4,7;65,4;-4,1;1056,9;15540,0;1750,0;-12180,0;5,5;6,1;-100,0;4,16;0,01
'10/01/2022 11:57:48;8,4;29;788,0;9,2;4,7;79,7;-2,8;1049,4;-15960,0;14350,0;-1190,0;5,8;6,4;-100,0;4,16;0,01
'10/01/2022 11:57:49;8,5;30;787,2;9,3;4,8;50,9;-11,5;997,1;4340,0;-17150,0;4550,0;5,9;6,5;-100,0;4,16;0,01
'10/01/2022 11:57:50;8,3;30;786,8;9,0;4,5;65,9;-30,0;1034,2;28350,0;9730,0;8470,0;6,1;6,7;-100,0;4,16;0,01
'10/01/2022 11:57:51;8,4;30;786,3;8,8;4,5;70,9;-36,3;1071,5;-12880,0;2170,0;10150,0;6,4;7,0;-100,0;4,16;0,01
'10/01/2022 11:57:52;8,4;30;786,3;8,8;4,5;70,9;-36,3;1071,5;-12880,0;2170,0;10150,0;9,1;9,9;-100,0;4,16;0,01
'10/01/2022 11:57:53;8,4;30;785,8;8,9;4,5;70,3;-31,4;979,9;-6160,0;70,0;10780,0;9,4;10,2;-100,0;4,16;0,01
'10/01/2022 11:57:54;8,3;30;785,2;8,6;4,3;68,3;-33,4;969,7;-700,0;3220,0;7420,0;9,6;10,4;-100,0;4,16;0,01
'10/01/2022 11:57:55;8,1;30;784,9;8,6;4,2;68,3;-33,4;1037,6;-8120,0;-2450,0;2520,0;9,9;10,7;-100,0;4,16;0,01
'10/01/2022 11:57:56;8,1;30;784,4;8,8;4,3;73,6;-23,0;1018,8;-3150,0;-2310,0;-70,0;10,2;11,0;-100,0;4,16;0,01
'10/01/2022 11:57:57;8,0;30;783,8;8,8;4,2;60,5;-9,5;952,9;-10010,0;-3920,0;-6720,0;10,3;11,1;-100,0;4,16;0,01
'10/01/2022 11:57:58;7,9;30;783,3;8,8;4,2;69,4;1,0;1018,1;8960,0;0,0;-14770,0;10,8;11,7;-100,0;4,16;0,01
'10/01/2022 11:57:59;7,9;30;783,0;8,7;4,1;60,4;-0,9;1046,2;14000,0;-5810,0;-8540,0;11,1;12,0;-100,0;4,16;0,01
'10/01/2022 11:58:00;7,9;30;782,5;8,6;4,1;68,6;-2,7;1007,4;-9310,0;6370,0;-4620,0;11,6;12,5;-100,0;4,16;0,01
'10/01/2022 11:58:01;7,8;30;782,1;8,5;4,0;64,2;-8,8;1013,6;1890,0;2660,0;-5600,0;11,6;12,5;-100,0;4,16;0,01
'10/01/2022 11:58:02;7,8;30;781,7;8,6;4,0;65,8;-18,3;1033,2;10290,0;4760,0;140,0;12,1;13,0;-100,0;4,16;0,01
'10/01/2022 11:58:03;7,8;31;781,2;8,6;4,0;59,8;-20,9;1022,7;-14350,0;-8120,0;7280,0;12,6;13,6;-100,0;4,16;0,01
'10/01/2022 11:58:03;7,9;31;780,7;8,5;4,1;78,4;-29,5;1025,3;8120,0;13650,0;6160,0;13,1;14,1;-100,0;4,16;0,01
'10/01/2022 11:58:04;7,8;31;780,2;8,1;3,7;70,1;-34,2;1003,5;-4410,0;2590,0;9870,0;13,4;14,4;-100,0;4,16;0,01
'10/01/2022 11:58:05;7,6;31;779,7;8,1;3,7;74,2;-35,9;1040,2;-1050,0;-4830,0;10430,0;13,4;14,4;-100,0;4,16;0,01
'10/01/2022 11:58:06;7,6;31;779,2;8,2;3,7;68,3;-35,3;1037,8;-1470,0;-11550,0;10990,0;13,7;14,7;-100,0;4,16;0,01
'10/01/2022 11:58:07;7,5;31;778,8;8,3;3,7;76,8;-27,6;976,7;3850,0;8750,0;3500,0;13,8;14,8;-100,0;4,16;0,01
'10/01/2022 11:58:08;7,4;31;778,0;8,1;3,6;45,4;-21,7;966,4;-8330,0;-23590,0;-3080,0;14,0;15,0;-100,0;4,16;0,01
'10/01/2022 11:58:09;7,3;31;777,7;8,1;3,5;56,4;-13,1;1014,4;980,0;630,0;-8330,0;14,3;15,3;-100,0;4,16;0,01
'10/01/2022 11:58:10;7,3;31;777,2;8,1;3,5;71,3;-12,2;1034,7;-7000,0;16450,0;-5670,0;14,4;15,4;-100,0;4,16;0,01
'10/01/2022 11:58:11;7,3;31;776,8;8,3;3,7;79,4;-8,8;1005,8;-7000,0;18550,0;-5250,0;14,4;15,4;-100,0;4,16;0,01
'10/01/2022 11:58:12;7,3;32;776,5;8,2;3,7;47,8;-4,8;1027,1;-5810,0;-28560,0;-9870,0;14,7;15,8;-100,0;4,16;0,01
'10/01/2022 11:58:13;7,3;32;776,0;8,2;3,6;50,0;-1,0;1066,8;5180,0;-10710,0;-9520,0;14,8;15,9;-100,0;4,16;0,01
'10/01/2022 11:58:14;7,2;32;775,5;8,1;3,4;84,4;-9,8;1064,0;20650,0;34230,0;-7000,0;14,9;16,0;-100,0;4,16;0,01
'10/01/2022 11:58:15;7,3;32;775,0;8,3;3,6;53,1;-16,5;1023,0;-2240,0;-18130,0;6720,0;15,2;16,3;-100,0;4,16;0,01
'10/01/2022 11:58:16;7,3;32;774,3;8,2;3,6;64,8;-24,8;992,3;14770,0;6580,0;3500,0;15,2;16,3;-100,0;4,16;0,01
'10/01/2022 11:58:17;7,2;32;774,0;7,8;3,3;64,9;-33,2;1015,0;1680,0;2170,0;7140,0;15,2;16,3;-100,0;4,15;0,01
'10/01/2022 11:58:18;7,1;32;773,6;7,6;3,1;66,2;-34,0;1008,3;-19460,0;700,0;9030,0;15,2;16,3;-100,0;4,16;0,01
'10/01/2022 11:58:19;7,1;33;773,1;7,8;3,1;65,8;-34,0;1025,7;-5180,0;-5810,0;7910,0;15,5;16,6;-100,0;4,16;0,01
'10/01/2022 11:58:19;7,0;33;772,5;7,7;3,1;59,4;-35,6;1004,7;5250,0;1330,0;3850,0;15,6;16,7;-100,0;4,16;0,01
'10/01/2022 11:58:20;7,0;33;772,0;7,7;3,1;61,7;-34,8;1003,9;13930,0;7630,0;-1330,0;19,7;21,0;-100,0;4,16;0,01
'10/01/2022 11:58:21;6,9;33;771,8;7,6;3,0;59,9;-34,0;1032,7;-1470,0;5460,0;1190,0;17,4;18,6;-100,0;4,16;0,01
'10/01/2022 11:58:22;6,9;33;771,1;7,7;3,0;65,0;-22,4;1027,2;-12670,0;-1820,0;6020,0;17,3;18,5;-100,0;4,16;0,01
'10/01/2022 11:58:23;6,9;33;770,7;7,8;3,2;60,0;-15,2;1014,7;-7420,0;-4690,0;-5250,0;17,3;18,5;-100,0;4,16;0,01
'10/01/2022 11:58:24;6,9;34;770,2;7,8;3,1;60,8;-7,7;1084,2;7910,0;-3220,0;-13440,0;17,1;18,3;-100,0;4,16;0,01
'10/01/2022 11:58:25;6,9;34;769,7;7,9;3,2;71,8;-15,0;1076,0;31430,0;11340,0;-8960,0;17,1;18,3;-100,0;4,16;0,01
'10/01/2022 11:58:26;7,2;34;769,1;8,2;3,6;65,3;-19,6;1022,1;6440,0;490,0;11480,0;17,3;18,5;-100,0;4,16;0,01
'10/01/2022 11:58:27;7,1;34;768,5;8,0;3,4;106,0;-14,8;990,2;-16870,0;35490,0;11480,0;22,6;27,7;-100,0;4,16;0,01
'10/01/2022 11:58:28;6,9;34;768,0;7,7;3,0;73,9;-31,5;1015,0;-5950,0;-26600,0;1120,0;24,1;36,0;-100,0;4,16;0,01
'10/01/2022 11:58:29;6,9;34;767,6;7,8;3,1;96,7;-33,2;1037,5;16520,0;12530,0;-3640,0;23,8;35,9;-100,0;4,16;0,01
'10/01/2022 11:58:30;6,9;34;767,2;7,9;3,1;54,9;-30,0;1015,8;-2170,0;-28070,0;3220,0;23,8;35,9;-100,0;4,16;0,01
'10/01/2022 11:58:31;6,8;34;766,7;7,7;3,1;86,6;-25,6;1024,9;-4830,0;36610,0;-2450,0;23,4;35,7;-100,0;4,16;0,01
'10/01/2022 11:58:32;6,8;34;766,4;7,8;3,1;50,7;-19,9;1034,6;16310,0;-18270,0;-10360,0;23,1;35,6;-100,0;4,16;0,01
'10/01/2022 11:58:33;6,8;34;765,9;7,7;3,0;61,4;-9,7;1000,0;-24780,0;4480,0;-1050,0;23,3;35,7;-100,0;4,16;0,01
'10/01/2022 11:58:34;6,8;34;765,4;7,8;3,1;66,7;1,7;948,5;-13090,0;8050,0;-7840,0;23,7;35,8;-100,0;4,16;0,01
'10/01/2022 11:58:35;6,8;35;765,0;7,8;3,1;67,8;-2,8;1031,6;9870,0;-3710,0;-17150,0;23,6;35,8;-100,0;4,16;0,01
'10/01/2022 11:58:35;6,9;35;764,6;7,8;3,2;73,1;1,3;1082,3;-19320,0;7770,0;-5040,0;23,7;35,8;-100,0;4,16;0,01
'10/01/2022 11:58:36;6,9;35;764,1;7,9;3,2;67,7;-4,4;1058,4;-13650,0;-140,0;-350,0;23,8;35,9;-100,0;4,16;0,01
'10/01/2022 11:58:37;6,9;35;763,5;7,9;3,2;52,2;-6,3;1059,6;8540,0;-20160,0;-3430,0;30,6;38,7;-100,0;4,16;0,01
'10/01/2022 11:58:38;6,9;35;762,9;7,9;3,2;52,7;0,5;1032,1;-1750,0;3710,0;-4410,0;30,6;38,7;-100,0;4,16;0,01
'10/01/2022 11:58:39;7,0;35;762,3;8,0;3,3;83,5;1,2;1004,4;-10010,0;31780,0;2380,0;30,5;38,7;-100,0;4,16;0,01
'10/01/2022 11:58:40;7,0;35;762,3;8,0;3,3;83,5;1,2;1004,4;-10010,0;31780,0;2380,0;30,4;38,6;-100,0;4,16;0,01
'10/01/2022 11:58:41;6,9;35;761,8;7,8;3,2;37,9;-1,2;1029,0;23660,0;-29960,0;-15190,0;30,3;38,6;-100,0;4,16;0,01
'10/01/2022 11:58:42;7,0;35;761,4;7,9;3,3;99,5;-3,0;1043,4;-840,0;39830,0;-6650,0;30,3;38,6;-100,0;4,16;0,01
'10/01/2022 11:58:43;7,0;34;760,9;7,9;3,3;46,2;-6,0;1045,7;-8190,0;-27860,0;-1120,0;30,0;38,4;-100,0;4,16;0,01
'10/01/2022 11:58:44;6,9;34;760,4;7,8;3,2;76,4;-15,4;1019,4;3360,0;12180,0;6650,0;30,2;38,5;-100,0;4,16;0,01
'10/01/2022 11:58:45;6,9;34;759,7;7,8;3,1;54,9;-20,6;939,7;-4970,0;-10640,0;11200,0;30,3;38,5;-100,0;4,16;0,01
'10/01/2022 11:58:46;6,8;34;759,2;7,6;3,0;55,2;-33,4;1087,9;2030,0;-6370,0;11200,0;30,3;38,5;-100,0;4,16;0,01
'10/01/2022 11:58:47;7,0;34;758,7;7,9;3,3;76,2;-30,4;1075,8;-630,0;14350,0;8260,0;30,0;38,4;-100,0;4,16;0,01
'10/01/2022 11:58:48;7,1;34;758,0;7,9;3,3;71,7;-17,8;1022,7;-6370,0;1190,0;2870,0;30,1;38,5;-100,0;4,16;0,01
'10/01/2022 11:58:49;7,0;34;757,6;7,8;3,2;57,2;-9,3;999,6;11620,0;-2310,0;-7420,0;25,8;36,3;-100,0;4,16;0,01
'10/01/2022 11:58:50;6,9;34;757,2;7,9;3,2;64,0;-3,9;1003,7;-12320,0;2870,0;-3220,0;25,8;36,3;-100,0;4,16;0,01
'10/01/2022 11:58:51;6,9;34;756,7;7,8;3,2;48,3;-0,4;959,0;-18270,0;-8470,0;-2450,0;26,0;36,4;-100,0;4,16;0,01
'10/01/2022 11:58:51;6,8;34;756,2;7,7;3,0;51,3;-2,2;952,6;-5740,0;7980,0;-3360,0;26,1;36,5;-100,0;4,16;0,01
'10/01/2022 11:58:52;6,8;34;755,8;7,7;3,0;59,5;-18,3;1028,2;25130,0;3710,0;-4410,0;26,3;36,5;-100,0;4,16;0,01
'10/01/2022 11:58:53;6,8;34;755,5;7,5;3,0;80,3;-28,2;1104,5;-17990,0;-490,0;9730,0;26,5;36,6;-100,0;4,16;0,01
'10/01/2022 11:58:54;6,8;34;754,9;7,7;3,1;64,7;-30,9;1074,0;13230,0;-15890,0;14840,0;26,2;36,5;-100,0;4,16;0,01
'10/01/2022 11:58:55;6,9;34;754,3;7,8;3,1;86,7;-23,2;1025,5;22750,0;19950,0;4130,0;20,6;22,7;-100,0;4,16;0,01
'10/01/2022 11:58:56;6,9;34;753,8;7,8;3,2;83,5;-15,7;1053,2;-22540,0;-4690,0;10080,0;19,0;20,2;-100,0;4,16;0,01
'10/01/2022 11:58:57;6,9;34;753,0;7,8;3,2;57,7;-20,7;1012,3;-22190,0;-20440,0;12530,0;19,0;20,2;-100,0;4,16;0,01
'10/01/2022 11:58:58;6,9;34;752,6;7,9;3,2;88,9;-21,4;928,1;9170,0;25620,0;7350,0;18,7;19,9;-100,0;4,16;0,01
'10/01/2022 11:58:59;6,8;34;752,1;7,7;3,0;60,6;-35,6;971,2;47530,0;-26740,0;-9520,0;19,0;20,2;-100,0;4,16;0,01
'10/01/2022 11:59:00;6,8;33;751,6;7,5;2,9;84,7;-27,8;995,8;-23870,0;1400,0;4900,0;19,8;21,0;-100,0;4,16;0,01
'10/01/2022 11:59:01;6,8;33;751,3;7,6;3,0;82,5;-26,6;986,9;-25340,0;4550,0;5950,0;19,5;20,7;-100,0;4,16;0,01
'10/01/2022 11:59:02;6,8;33;750,8;7,5;2,9;62,9;-33,1;1051,6;8820,0;-6160,0;-7700,0;19,2;20,4;-100,0;4,16;0,01
'10/01/2022 11:59:03;6,7;33;750,4;7,4;2,8;64,5;-22,5;1038,8;17360,0;4060,0;-9940,0;19,1;20,3;-100,0;4,16;0,01
'10/01/2022 11:59:04;6,6;33;749,9;7,5;2,8;60,5;-17,7;1029,7;-20790,0;840,0;-210,0;18,9;20,1;-100,0;4,16;0,01
'10/01/2022 11:59:05;6,6;33;749,4;7,4;2,8;71,4;-9,6;1008,5;-26320,0;19250,0;3150,0;18,7;19,9;-100,0;4,16;0,01
'10/01/2022 11:59:06;6,6;33;748,9;7,5;2,8;37,0;-11,0;986,2;14840,0;-24570,0;-9030,0;11,7;12,6;-100,0;4,16;0,01
'10/01/2022 11:59:07;6,5;33;748,5;7,4;2,7;48,9;-16,8;1096,8;-19950,0;-8610,0;2870,0;11,6;12,5;-100,0;4,16;0,01
'10/01/2022 11:59:07;6,4;33;748,0;7,5;2,7;98,6;-14,9;1074,0;-12390,0;45500,0;7350,0;16,2;17,3;-100,0;4,16;0,01
'10/01/2022 11:59:08;6,5;33;747,4;7,4;2,8;69,0;-24,6;1068,5;-6860,0;-19180,0;6930,0;16,4;17,5;-100,0;4,16;0,01
'10/01/2022 11:59:09;6,6;33;747,0;7,5;2,8;47,6;-24,6;1057,9;-41930,0;-39690,0;10990,0;16,2;17,3;-100,0;4,16;0,01
'10/01/2022 11:59:10;6,4;33;746,3;7,4;2,7;88,8;-18,8;1030,0;13160,0;29960,0;-2170,0;16,3;17,4;-100,0;4,16;0,01
'10/01/2022 11:59:11;6,5;33;746,1;7,5;2,7;39,0;-24,3;1004,5;34720,0;-24990,0;-4340,0;16,6;17,7;-100,0;4,16;0,01
'10/01/2022 11:59:12;6,4;33;745,1;7,3;2,6;60,7;-9,5;965,3;-1050,0;20230,0;-4970,0;16,3;17,4;-100,0;4,16;0,01
'10/01/2022 11:59:13;6,4;33;744,6;7,4;2,7;62,3;3,8;925,6;-16170,0;8750,0;-8190,0;16,4;17,5;-100,0;4,16;0,01
'10/01/2022 11:59:14;6,4;33;744,2;7,4;2,7;35,8;3,8;1014,2;-11480,0;-31150,0;-11340,0;16,4;17,5;-100,0;4,15;0,01
'10/01/2022 11:59:15;6,3;33;743,7;7,3;2,6;73,3;-2,0;1073,0;26950,0;23380,0;-11830,0;16,5;17,6;-100,0;4,16;0,01
'10/01/2022 11:59:16;6,4;33;743,2;7,4;2,7;75,2;-10,5;1078,1;-7000,0;1260,0;1190,0;16,5;17,6;-100,0;4,16;0,01
'10/01/2022 11:59:17;6,4;33;742,7;7,5;2,8;49,0;-22,1;1071,5;-5180,0;-28000,0;10360,0;16,6;17,7;-100,0;4,16;0,01
'10/01/2022 11:59:18;6,4;33;742,1;7,4;2,7;76,5;-23,7;1016,9;-1540,0;15890,0;8890,0;16,5;17,6;-100,0;4,16;0,01
'10/01/2022 11:59:19;6,4;33;741,3;7,3;2,7;76,4;-29,1;1007,5;18200,0;6300,0;7140,0;16,5;17,6;-100,0;4,16;0,01
'10/01/2022 11:59:20;6,3;33;741,0;6,9;2,4;68,9;-41,9;1095,3;-8610,0;-8610,0;12530,0;16,7;17,8;-100,0;4,16;0,01
'10/01/2022 11:59:21;6,3;33;740,4;7,2;2,5;72,7;-36,8;1030,9;28980,0;420,0;-1960,0;17,8;19,0;-100,0;4,16;0,01
'10/01/2022 11:59:22;6,3;33;739,8;7,1;2,4;82,5;-31,8;1039,0;9520,0;8680,0;2870,0;17,6;18,8;-100,0;4,16;0,01
'10/01/2022 11:59:23;6,2;33;739,3;7,0;2,3;81,7;-32,9;989,8;-12320,0;17500,0;9170,0;17,6;18,8;-100,0;4,16;0,01
'10/01/2022 11:59:23;6,2;33;738,7;7,5;2,7;41,5;-13,2;918,3;-41510,0;-33530,0;2170,0;17,9;19,1;-100,0;4,16;0,01
'10/01/2022 11:59:24;6,3;33;737,7;7,3;2,5;116,3;-8,1;985,2;-7000,0;43820,0;-3920,0;18,4;19,6;-100,0;4,16;0,01
'10/01/2022 11:59:25;6,3;33;737,9;7,2;2,5;69,2;-19,6;1025,0;23870,0;-32970,0;-17080,0;18,6;19,8;-100,0;4,16;0,01
'10/01/2022 11:59:26;6,3;33;737,5;7,3;2,6;85,5;-20,2;1015,5;18900,0;-4970,0;-3920,0;18,8;20,0;-100,0;4,16;0,01
'10/01/2022 11:59:27;6,2;33;737,1;7,0;2,3;73,6;-25,6;1011,8;840,0;2100,0;2100,0;18,6;19,8;-100,0;4,16;0,01
'10/01/2022 11:59:28;6,1;33;736,8;7,0;2,3;72,7;-30,4;1073,8;630,0;14560,0;2240,0;17,8;19,0;-100,0;4,15;0,01
'10/01/2022 11:59:29;6,1;33;736,8;7,0;2,3;72,7;-30,4;1073,8;630,0;14560,0;2240,0;17,7;18,9;-100,0;4,16;0,01
'10/01/2022 11:59:30;6,1;33;736,1;7,1;2,4;65,8;-23,0;1061,2;8960,0;-3640,0;-7770,0;17,8;19,0;-100,0;4,16;0,01
'10/01/2022 11:59:31;6,3;33;735,8;7,3;2,6;94,9;-12,1;1065,7;-20580,0;14700,0;5740,0;18,0;19,2;-100,0;4,16;0,01
'10/01/2022 11:59:32;6,2;33;735,2;7,2;2,5;81,3;-20,1;1056,9;2800,0;-14630,0;-630,0;17,9;19,1;-100,0;4,16;0,01
'10/01/2022 11:59:33;6,2;33;734,7;7,1;2,4;65,5;-23,5;1019,9;14350,0;-16730,0;-3920,0;17,7;18,9;-100,0;4,16;0,01
'10/01/2022 11:59:34;6,1;33;734,2;7,0;2,3;76,9;-14,6;1059,9;20650,0;9590,0;-12040,0;17,6;18,8;-100,0;4,16;0,01
'10/01/2022 11:59:35;6,1;33;733,7;7,0;2,3;71,4;-13,2;1049,9;18060,0;5180,0;-9100,0;17,6;18,8;-100,0;4,16;0,01
'10/01/2022 11:59:36;6,2;33;733,0;7,2;2,4;75,7;-5,7;953,3;-20860,0;5740,0;4060,0;13,3;14,3;-100,0;4,16;0,01
'10/01/2022 11:59:37;6,2;33;732,5;7,1;2,5;86,9;-10,2;947,3;-10010,0;-630,0;3710,0;13,0;13,9;-100,0;4,16;0,01
'10/01/2022 11:59:38;6,1;33;732,2;6,9;2,2;78,5;-23,1;989,6;14350,0;-3780,0;-6510,0;13,2;14,1;-100,0;4,16;0,01
'10/01/2022 11:59:39;6,1;33;731,9;7,0;2,3;89,8;-26,5;1051,8;12460,0;5740,0;770,0;13,0;13,9;-100,0;4,16;0,01
'10/01/2022 11:59:39;6,1;33;731,4;6,7;2,0;80,6;-29,7;1055,6;-3640,0;-9170,0;980,0;12,9;13,8;-100,0;4,16;0,01
'10/01/2022 11:59:40;6,2;33;730,8;7,0;2,2;70,3;-23,2;1014,2;-29750,0;210,0;5530,0;12,8;13,7;-100,0;4,16;0,01
'10/01/2022 11:59:41;6,0;33;730,4;6,8;2,1;84,0;-8,6;1068,8;9660,0;12320,0;-11760,0;12,6;13,5;-100,0;4,16;0,01
'10/01/2022 11:59:42;6,0;33;729,9;6,8;2,2;67,6;-8,4;1081,3;17990,0;-17010,0;-11760,0;12,5;13,4;-100,0;4,16;0,01
'10/01/2022 11:59:43;6,0;33;729,4;6,9;2,2;90,5;-7,1;1024,2;-5390,0;13580,0;4060,0;12,7;13,6;-100,0;4,15;0,01
'10/01/2022 11:59:44;6,0;33;728,8;7,0;2,2;85,2;-13,6;995,6;-4480,0;490,0;6370,0;12,6;13,5;-100,0;4,16;0,01
'10/01/2022 11:59:45;6,0;33;728,4;6,8;2,2;71,1;-20,6;974,1;7840,0;-16380,0;9590,0;12,5;13,4;-100,0;4,16;0,01
'10/01/2022 11:59:46;5,9;33;727,8;6,6;1,9;81,4;-27,0;961,7;19320,0;12040,0;1190,0;12,8;13,7;-100,0;4,16;0,01
'10/01/2022 11:59:47;5,8;33;727,4;6,6;1,9;61,4;-21,8;1013,0;-1050,0;-8750,0;-770,0;19,0;20,2;-100,0;4,16;0,01
'10/01/2022 11:59:48;5,8;34;727,0;6,7;1,9;80,3;-7,7;1059,7;-15470,0;5390,0;-5460,0;18,7;19,9;-100,0;4,16;0,01
'10/01/2022 11:59:49;5,9;34;726,5;6,7;2,0;73,3;-5,8;1029,2;-1400,0;-1400,0;-6160,0;17,8;18,9;-100,0;4,16;0,01
'10/01/2022 11:59:50;5,9;34;726,0;6,9;2,2;74,5;-11,3;991,3;13090,0;-4270,0;-1680,0;17,7;18,8;-100,0;4,16;0,01
'10/01/2022 11:59:51;5,9;34;725,4;6,7;1,9;92,5;-17,9;1012,1;6720,0;6300,0;4270,0;18,0;19,1;-100,0;4,16;0,01
'10/01/2022 11:59:52;5,8;34;725,0;6,4;1,8;84,2;-24,6;1011,0;350,0;-2310,0;7700,0;18,0;19,1;-100,0;4,16;0,01
'10/01/2022 11:59:53;5,8;34;724,6;6,5;1,8;66,4;-20,6;1011,0;-18410,0;-15610,0;3500,0;17,7;18,8;-100,0;4,16;0,01
'10/01/2022 11:59:54;5,6;34;724,0;6,4;1,7;72,6;-11,0;998,0;-8470,0;5320,0;-2800,0;17,1;18,2;-100,0;4,15;0,01
'10/01/2022 11:59:55;5,7;34;723,6;6,6;1,8;77,0;-4,1;964,7;-210,0;12180,0;-10220,0;16,8;17,9;-100,0;4,15;0,01
'10/01/2022 11:59:55;5,7;34;723,1;6,6;1,9;80,8;-6,8;1050,5;12040,0;-6370,0;-12390,0;16,7;17,8;-100,0;4,16;0,01
'10/01/2022 11:59:56;5,7;34;722,7;6,7;1,9;79,9;-6,0;1099,0;-10360,0;-13510,0;-1260,0;16,7;17,8;-100,0;4,15;0,01
'10/01/2022 11:59:57;5,8;34;722,0;6,7;2,0;91,3;-5,5;1045,1;-17360,0;9170,0;5110,0;16,7;17,8;-100,0;4,15;0,01
'10/01/2022 11:59:58;5,8;34;721,6;6,8;2,0;82,4;-12,4;974,2;-10150,0;2030,0;11270,0;16,7;17,8;-100,0;4,15;0,01
'10/01/2022 11:59:59;5,7;34;720,9;6,2;1,6;66,9;-27,3;973,8;-5810,0;-15260,0;7560,0;16,6;17,7;-100,0;4,15;0,01
'10/01/2022 12:00:00;5,6;34;720,6;6,1;1,5;87,2;-28,7;952,8;2800,0;18760,0;980,0;16,4;17,5;-100,0;4,15;0,01
'10/01/2022 12:00:01;5,5;34;720,2;6,2;1,5;51,5;-23,4;979,2;2940,0;-24850,0;-1750,0;16,7;17,8;-100,0;4,15;0,01
'10/01/2022 12:00:02;5,4;34;719,7;6,1;1,4;70,0;-13,8;1037,2;-10080,0;3780,0;-4620,0;16,9;18,0;-100,0;4,15;0,01
'10/01/2022 12:00:03;5,3;35;719,2;6,2;1,5;93,7;-6,2;1075,7;6020,0;25480,0;-9730,0;16,8;17,9;-100,0;4,15;0,01
'10/01/2022 12:00:04;5,4;35;718,7;6,4;1,6;69,3;-7,9;1074,3;-1820,0;-12670,0;-3010,0;17,1;18,2;-100,0;4,15;0,01
'10/01/2022 12:00:05;5,5;35;718,1;6,4;1,7;71,6;-14,1;1056,3;210,0;-8400,0;5530,0;16,9;18,0;-100,0;4,15;0,01
'10/01/2022 12:00:06;5,5;35;717,4;6,4;1,7;75,0;-12,6;997,5;-4200,0;3710,0;4340,0;17,0;18,1;-100,0;4,15;0,01
'10/01/2022 12:00:07;5,4;35;716,8;6,4;1,7;65,4;-0,1;998,8;-15750,0;4270,0;-2240,0;17,1;18,2;-100,0;4,15;0,01
'10/01/2022 12:00:08;5,4;35;716,2;6,4;1,6;52,3;3,8;1002,8;13370,0;-6300,0;-10780,0;17,0;18,1;-100,0;4,15;0,01
'10/01/2022 12:00:09;5,4;35;715,8;6,4;1,7;67,0;0,0;982,7;8050,0;3570,0;-9660,0;16,9;18,0;-100,0;4,15;0,01
'10/01/2022 12:00:10;5,4;35;715,2;6,4;1,7;52,8;6,2;926,7;-8820,0;-1260,0;-9100,0;17,3;18,4;-100,0;4,15;0,01
'10/01/2022 12:00:11;5,4;35;714,7;6,4;1,6;59,8;3,7;994,6;-7910,0;-280,0;-3990,0;17,2;18,3;-100,0;4,15;0,01
'10/01/2022 12:00:11;5,4;35;714,5;6,4;1,6;58,8;-6,3;1112,5;10430,0;-7140,0;-1820,0;17,6;18,7;-100,0;4,15;0,01
'10/01/2022 12:00:12;5,2;35;714,0;6,4;1,6;88,1;-14,9;1072,2;29470,0;28070,0;7000,0;17,6;18,7;-100,0;4,15;0,01
'10/01/2022 12:00:13;5,5;35;713,0;6,8;2,0;69,1;-19,3;1054,0;-24920,0;-17920,0;12250,0;17,5;18,6;-100,0;4,15;0,01
'10/01/2022 12:00:14;5,6;35;711,8;6,5;1,8;41,8;-13,3;1012,4;-10430,0;-28630,0;3290,0;17,4;18,5;-100,0;4,15;0,01
'10/01/2022 12:00:15;5,5;35;712,3;6,4;1,7;64,1;-4,9;977,6;-700,0;24570,0;-1820,0;17,1;18,2;-100,0;4,15;0,01
'10/01/2022 12:00:16;5,4;35;711,7;6,4;1,6;46,5;2,2;994,7;-15050,0;-4760,0;-1260,0;10,9;11,7;-100,0;4,15;0,01
'10/01/2022 12:00:17;5,3;35;711,3;6,4;1,5;40,4;2,1;989,0;-1400,0;-7770,0;-140,0;10,9;11,7;-100,0;4,15;0,01
'10/01/2022 12:00:36;5,3;35;711,3;6,4;1,5;40,4;2,1;989,0;-1400,0;-7770,0;-140,0;10,8;11,6;-100,0;4,15;0,01
'10/01/2022 12:00:37;5,3;35;711,0;6,3;1,5;58,7;-5,2;1031,0;-3850,0;10080,0;-1960,0;10,6;11,4;-100,0;4,15;0,01
'10/01/2022 12:00:38;5,3;34;710,4;6,3;1,6;43,0;-10,0;1049,2;23450,0;-8330,0;-6790,0;10,5;11,3;-100,0;4,15;0,01
'10/01/2022 12:00:39;5,3;34;710,0;6,2;1,4;52,8;-8,7;969,5;-8050,0;6580,0;980,0;10,7;11,5;-100,0;4,15;0,01
'10/01/2022 12:00:40;5,2;34;709,5;6,3;1,4;43,8;-9,3;1028,0;-25130,0;-8190,0;560,0;11,1;11,9;-100,0;4,15;0,01
'10/01/2022 12:00:41;5,2;34;709,2;6,2;1,3;58,3;-17,9;1081,2;23380,0;14980,0;-770,0;11,1;11,9;-100,0;4,15;0,01
